Binomial,Range,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel
Plecotus sacrimontis,219285941433.425,Plecotus,Vespertilionidae,Chiroptera,7.47,2759.4,LC,Insectivore
Plecotus sardus,23980590716.5892,Plecotus,Vespertilionidae,Chiroptera,7.47,2759.4,VU,Insectivore
Plecotus taivanus,35902513602.4344,Plecotus,Vespertilionidae,Chiroptera,7.47,2759.4,NT,Insectivore
Plecotus teneriffae,3039533524.89764,Plecotus,Vespertilionidae,Chiroptera,7.47,2759.4,VU,Insectivore
Plerotes anchietae,796433155311.015,Plerotes,Pteropodidae,Chiroptera,239.6283091,2349.856741,DD,Herbivore
Podogymnura aureospinula,1377621944.99632,Podogymnura,Erinaceidae,Eulipotyphla,247,1202.925238,EN,Insectivore
Podogymnura truei,5291514358.20985,Podogymnura,Erinaceidae,Eulipotyphla,114,1202.925238,LC,Insectivore
Podomys floridanus,68826668504.6126,Podomys,Cricetidae,Rodentia,30.74,838.0872667,VU,Omnivore
Podoxymys roraimae,16615078117.7478,Podoxymys,Cricetidae,Rodentia,33.79,589.3882991,VU,Omnivore
Poecilogale albinucha,5663520451900.41,Poecilogale,Mustelidae,Carnivora,308.16,1241.55565,LC,Carnivore
Poelagus marjorita,140675443864.174,Poelagus,Leporidae,Lagomorpha,2509.7,1104.3199,LC,Herbivore
Pogonomelomys brassi,107405505307.69,Pogonomelomys,Muridae,Rodentia,135.595,639.6318318,LC,Omnivore
Pogonomelomys bruijnii,26888310039.0908,Pogonomelomys,Muridae,Rodentia,159.22,639.6318318,NT,Omnivore
Pogonomelomys mayeri,102263734091.337,Pogonomelomys,Muridae,Rodentia,111.97,639.6318318,LC,Omnivore
Pogonomys championi,220673501.617206,Pogonomys,Muridae,Rodentia,50.45,624.3996409,DD,Herbivore
Pogonomys fergussoniensis,2050819081.57586,Pogonomys,Muridae,Rodentia,95,624.3996409,EN,Herbivore
Pogonomys loriae,151035630695.666,Pogonomys,Muridae,Rodentia,95.39,624.3996409,LC,Herbivore
Pogonomys macrourus,317142641698.426,Pogonomys,Muridae,Rodentia,46.98,624.3996409,LC,Herbivore
Pogonomys sylvestris,117161339065.742,Pogonomys,Muridae,Rodentia,41.67,624.3996409,LC,Herbivore
Poiana richardsonii,2017237123669.67,Poiana,Viverridae,Carnivora,570.08,1018.223333,LC,Omnivore
Potamochoerus larvatus,5881489863927.78,Potamochoerus,Suidae,Cetartiodactyla,69063.79,2077.3875,LC,Herbivore
Potamochoerus porcus,4799556715819.14,Potamochoerus,Suidae,Cetartiodactyla,70000.31,3134.383667,LC,Herbivore
Potamogale velox,3803856976297,Potamogale,Tenrecidae,Afrosoricida,670.99,1058.98334,LC,Insectivore
Potos flavus,12691109230710.5,Potos,Procyonidae,Carnivora,2441.81,4160.295433,LC,Omnivore
Praomys daltoni,3175732072112.79,Praomys,Muridae,Rodentia,34.99,631.9493,LC,Omnivore
Praomys degraaffi,445512405.030987,Praomys,Muridae,Rodentia,42.58616146,631.9493,VU,Omnivore
Praomys delectorum,56002783608.7743,Praomys,Muridae,Rodentia,35.99,631.9493,LC,Omnivore
Praomys derooi,311595623349.774,Praomys,Muridae,Rodentia,32,631.9493,LC,Omnivore
Praomys hartwigi,7809653696.82286,Praomys,Muridae,Rodentia,38.86,631.9493,VU,Omnivore
Praomys jacksoni,3744052128093.66,Praomys,Muridae,Rodentia,39.01,631.9493,LC,Herbivore
Praomys lukolelae,208467113678.184,Praomys,Muridae,Rodentia,42.2,631.9493,LC,Omnivore
Praomys minor,8768523844.07515,Praomys,Muridae,Rodentia,42.58616146,631.9493,LC,Omnivore
Praomys misonnei,144160071732.529,Praomys,Muridae,Rodentia,63.85388804,631.9493,LC,Omnivore
Praomys morio,1343908542.40157,Praomys,Muridae,Rodentia,41.73,631.9493,EN,Omnivore
Praomys mutoni,13380977529.1396,Praomys,Muridae,Rodentia,42.58616146,631.9493,NT,Omnivore
Praomys obscurus,3123226688.51316,Praomys,Muridae,Rodentia,38.86,631.9493,EN,Omnivore
Praomys petteri,218482888600.19,Praomys,Muridae,Rodentia,42.58616146,631.9493,LC,Omnivore
Praomys rostratus,607700942434.626,Praomys,Muridae,Rodentia,63.85388804,631.9493,LC,Omnivore
Praomys tullbergi,932845022198.686,Praomys,Muridae,Rodentia,37.1,631.9493,LC,Omnivore
Praomys verschureni,155554995719.953,Praomys,Muridae,Rodentia,42.58616146,631.9493,DD,Omnivore
Presbytis comata,27043729935.0969,Presbytis,Cercopithecidae,Primates,6550.07,3923.75,EN,Herbivore
Presbytis femoralis,148546882001.28,Presbytis,Cercopithecidae,Primates,7026.91,3650,NT,Herbivore
Presbytis frontata,312248789372.857,Presbytis,Cercopithecidae,Primates,6096.6,3650,VU,Herbivore
Presbytis hosei,246304528120.1,Presbytis,Cercopithecidae,Primates,6277.78,3650,VU,Herbivore
Presbytis melalophos,289754716188.647,Presbytis,Cercopithecidae,Primates,6439.12,3650,EN,Herbivore
Presbytis natunae,1643704361.59626,Presbytis,Cercopithecidae,Primates,4920,3923.75,VU,Herbivore
Presbytis rubicunda,503494907440.215,Presbytis,Cercopithecidae,Primates,6348.53,3923.75,LC,Herbivore
Presbytis siamensis,160647489195.742,Presbytis,Cercopithecidae,Primates,5895.06,3650,NT,Herbivore
Presbytis thomasi,60508915499.9222,Presbytis,Cercopithecidae,Primates,6689.99,4745,VU,Herbivore
Prionailurus bengalensis,9502920534667.38,Prionailurus,Felidae,Carnivora,2780.97,2350.842867,LC,Carnivore
Prionailurus rubiginosus,2416028970528.63,Prionailurus,Felidae,Carnivora,1418.75,2153.865,NT,Carnivore
Prionailurus viverrinus,160288526099.305,Prionailurus,Felidae,Carnivora,8826.46,2190,VU,Carnivore
Prionodon linsang,1447867953860.12,Prionodon,Prionodontidae,Carnivora,684.83,1523.095,LC,Carnivore
Prionodon pardicolor,2342456406514.79,Prionodon,Prionodontidae,Carnivora,1142.68,1583.31,LC,Carnivore
Prionomys batesi,32246638336.0332,Prionomys,Nesomyidae,Rodentia,12.5,604.575,DD,Omnivore
Procavia capensis,15715542352175.9,Procavia,Procaviidae,Hyracoidea,2952.48,3079.14,LC,Herbivore
Procolobus verus,402051938992.005,Procolobus,Cercopithecidae,Primates,3977.86,3285,NT,Herbivore
Procyon cancrivorus,12754088494515.1,Procyon,Procyonidae,Carnivora,6931.72,2191.955117,LC,Insectivore
Procyon lotor,11684834867630.3,Procyon,Procyonidae,Carnivora,6373.72,2703.9188,LC,Omnivore
Proechimys brevicauda,1460844711164.88,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,LC,Herbivore
Proechimys canicollis,32608231142.0759,Proechimys,Echimyidae,Rodentia,312.57,631.7859833,LC,Herbivore
Proechimys chrysaeolus,36746112385.9161,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,DD,Herbivore
Proechimys cuvieri,3500125381203.01,Proechimys,Echimyidae,Rodentia,339.85,631.7859833,LC,Herbivore
Proechimys decumanus,65536942855.703,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,NT,Herbivore
Proechimys echinothrix,277424044054.664,Proechimys,Echimyidae,Rodentia,293.1955,631.7859833,LC,Herbivore
Proechimys gardneri,696523258758.125,Proechimys,Echimyidae,Rodentia,293.1955,631.7859833,DD,Herbivore
Proechimys goeldii,1029773277061.2,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,LC,Herbivore
Proechimys guairae,329800247505.393,Proechimys,Echimyidae,Rodentia,349.28,631.7859833,LC,Herbivore
Proechimys guyannensis,1497170028021.2,Proechimys,Echimyidae,Rodentia,314.03,655.76,LC,Herbivore
Proechimys hoplomyoides,300583948215.248,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,DD,Herbivore
Proechimys kulinae,86615213659.8573,Proechimys,Echimyidae,Rodentia,293.1955,631.7859833,DD,Herbivore
Proechimys longicaudatus,1349088109163.37,Proechimys,Echimyidae,Rodentia,205,631.7859833,LC,Herbivore
Proechimys mincae,390607118.152427,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,DD,Herbivore
Proechimys oconnelli,22757487894.7724,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,DD,Herbivore
Proechimys pattoni,157595734262.494,Proechimys,Echimyidae,Rodentia,293.1955,631.7859833,LC,Herbivore
Proechimys quadruplicatus,1498656175804.03,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,LC,Herbivore
Proechimys roberti,1703345296869.33,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,LC,Herbivore
Proechimys semispinosus,348118047770.095,Proechimys,Echimyidae,Rodentia,353.32,607.8119667,LC,Herbivore
Proechimys simonsi,1935012331235.87,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,LC,Herbivore
Proechimys steerei,1677776521717.31,Proechimys,Echimyidae,Rodentia,284.99,631.7859833,LC,Herbivore
Proedromys bedfordi,6663943404.68036,Proedromys,Cricetidae,Rodentia,46.25861204,589.3882991,VU,Omnivore
Proedromys liangshanensis,4010149228.34736,Proedromys,Cricetidae,Rodentia,46.25861204,589.3882991,DD,Omnivore
Prolemur simus,1709042383.89002,Prolemur,Lemuridae,Primates,2030.41,3285,CR,Herbivore
Prometheomys schaposchnikowi,23671912405.0463,Prometheomys,Cricetidae,Rodentia,75,589.3882991,LC,Herbivore
Promops centralis,4618210906667.71,Promops,Molossidae,Chiroptera,29.8,1427.913317,LC,Insectivore
Promops nasutus,8029235887488.88,Promops,Molossidae,Chiroptera,15.5,1427.913317,LC,Insectivore
Pronolagus crassicaudatus,198444313814.761,Pronolagus,Leporidae,Lagomorpha,2415.27,1104.3199,LC,Herbivore
Pronolagus randensis,626320339135.216,Pronolagus,Leporidae,Lagomorpha,2376.47,1104.3199,LC,Herbivore
Pronolagus rupestris,461340914465.922,Pronolagus,Leporidae,Lagomorpha,2249.99,1104.3199,LC,Herbivore
Pronolagus saundersiae,522529278224.152,Pronolagus,Leporidae,Lagomorpha,2347.243333,1104.3199,LC,Herbivore
Propithecus candidus,1692885883.48873,Propithecus,Indriidae,Primates,5750,3597.596429,CR,Herbivore
Propithecus coronatus,45278195545.659,Propithecus,Indriidae,Primates,5087.6475,3650,EN,Herbivore
Propithecus deckenii,26066854153.2535,Propithecus,Indriidae,Primates,4000,3650,EN,Herbivore
Propithecus diadema,16421243926.2737,Propithecus,Indriidae,Primates,6568.99,3650,CR,Herbivore
Propithecus edwardsi,3073350034.98313,Propithecus,Indriidae,Primates,6573.27,3650,EN,Herbivore
Propithecus verreauxi,67832485024.966,Propithecus,Indriidae,Primates,3588.26,3650,EN,Herbivore
Prosciurillus abstrusus,1530695842.37437,Prosciurillus,Sciuridae,Rodentia,246.4344257,1384.121263,DD,Herbivore
Prosciurillus leucomus,170594237286.155,Prosciurillus,Sciuridae,Rodentia,246.4344257,1384.121263,DD,Herbivore
Prosciurillus murinus,127248584053.599,Prosciurillus,Sciuridae,Rodentia,246.4344257,1384.121263,DD,Herbivore
Prosciurillus rosenbergii,555947840.482323,Prosciurillus,Sciuridae,Rodentia,246.4344257,1384.121263,LC,Herbivore
Prosciurillus weberi,110133750974.187,Prosciurillus,Sciuridae,Rodentia,246.4344257,1384.121263,DD,Herbivore
Proteles cristata,5997315151802.9,Proteles,Hyaenidae,Carnivora,8139.39,3030.735933,LC,Insectivore
Protochromys fellowsi,22748589316.9984,Protochromys,Muridae,Rodentia,78.99,624.3996409,LC,Herbivore
Protoxerus aubinnii,315507134171.967,Protoxerus,Sciuridae,Rodentia,427.94,1384.121263,DD,Herbivore
Protoxerus stangeri,3388918628853.62,Protoxerus,Sciuridae,Rodentia,630.43,1384.121263,LC,Herbivore
Psammomys obesus,2313613925309.57,Psammomys,Muridae,Rodentia,102.15,549.2776,LC,Herbivore
Psammomys vexillaris,135259624298.089,Psammomys,Muridae,Rodentia,102.15,549.2776,DD,Herbivore
Pseudantechinus macdonnellensis,895709271515.044,Pseudantechinus,Dasyuridae,Dasyuromorphia,36.88,838.1847,LC,Insectivore
Pseudantechinus ningbing,208494501931.958,Pseudantechinus,Dasyuridae,Dasyuromorphia,20.74,518.37315,LC,Insectivore
Pseudantechinus roryi,398017900182.026,Pseudantechinus,Dasyuridae,Dasyuromorphia,28.18,678.278925,LC,Insectivore
Pseudantechinus woolleyae,645661157127.833,Pseudantechinus,Dasyuridae,Dasyuromorphia,43.23,678.278925,LC,Insectivore
Pseudocheirus occidentalis,18007812631.0428,Pseudocheirus,Pseudocheiridae,Diprotodontia,895.22,1217.0925,CR,Herbivore
Pseudocheirus peregrinus,913379536883.184,Pseudocheirus,Pseudocheiridae,Diprotodontia,895.22,1217.0925,LC,Herbivore
Pseudochirops albertisii,25738514217.0654,Pseudochirops,Pseudocheiridae,Diprotodontia,784.85,1217.0925,NT,Herbivore
Pseudochirops archeri,5210848896.26804,Pseudochirops,Pseudocheiridae,Diprotodontia,1145.92,2106.05,LC,Herbivore
Pseudochirops corinnae,185300978706.501,Pseudochirops,Pseudocheiridae,Diprotodontia,1123,2106.05,NT,Herbivore
Pseudochirops coronatus,7454749389.40997,Pseudochirops,Pseudocheiridae,Diprotodontia,1395.85,2106.05,VU,Herbivore
Pseudochirops cupreus,197734762420.866,Pseudochirops,Pseudocheiridae,Diprotodontia,1764.08,2106.05,LC,Herbivore
Pseudochirulus canescens,459129800742.831,Pseudochirulus,Pseudocheiridae,Diprotodontia,300,1217.0925,LC,Herbivore
Pseudochirulus caroli,37928032881.8749,Pseudochirulus,Pseudocheiridae,Diprotodontia,456.02,1217.0925,LC,Herbivore
Pseudochirulus forbesi,47168025719.9552,Pseudochirulus,Pseudocheiridae,Diprotodontia,639.16,1217.0925,LC,Herbivore
Pseudochirulus herbertensis,3432761204.76433,Pseudochirulus,Pseudocheiridae,Diprotodontia,1098.34,2106.05,LC,Herbivore
Pseudochirulus larvatus,121062037914.25,Pseudochirulus,Pseudocheiridae,Diprotodontia,649,1217.0925,LC,Herbivore
Pseudochirulus mayeri,84923680450.0043,Pseudochirulus,Pseudocheiridae,Diprotodontia,151.75,1217.0925,LC,Herbivore
Pseudochirulus schlegeli,10303008632.0801,Pseudochirulus,Pseudocheiridae,Diprotodontia,255.44,1217.0925,VU,Herbivore
Pseudohydromys ellermani,109570371915.279,Pseudohydromys,Muridae,Rodentia,21.4,624.3996409,LC,Insectivore
Pseudohydromys fuscus,66904649665.6561,Pseudohydromys,Muridae,Rodentia,18.74,624.3996409,LC,Insectivore
Pseudohydromys germani,3885625718.42192,Pseudohydromys,Muridae,Rodentia,29.5,624.3996409,DD,Insectivore
Pseudohydromys murinus,53569086686.9633,Pseudohydromys,Muridae,Rodentia,16.79,624.3996409,LC,Insectivore
Pseudohydromys occidentalis,1118475231.89442,Pseudohydromys,Muridae,Rodentia,21.9,624.3996409,DD,Insectivore
Pseudomys albocinereus,221496577358.735,Pseudomys,Muridae,Rodentia,30.5,884.68295,LC,Omnivore
Pseudomys apodemoides,35937006575.9813,Pseudomys,Muridae,Rodentia,23.78,884.68295,LC,Omnivore
Pseudomys bolami,746188584797.412,Pseudomys,Muridae,Rodentia,15.5,884.68295,LC,Omnivore
Pseudomys chapmani,299581296650.747,Pseudomys,Muridae,Rodentia,10.95,884.68295,LC,Omnivore
Pseudomys delicatulus,1835569115839.32,Pseudomys,Muridae,Rodentia,8.56,884.68295,LC,Omnivore
Pseudomys desertor,3517908476488.48,Pseudomys,Muridae,Rodentia,37.09,884.68295,LC,Omnivore
Pseudomys gracilicaudatus,337741326122.917,Pseudomys,Muridae,Rodentia,79.53,884.68295,LC,Omnivore
Pseudomys hermannsburgensis,3846942821546.85,Pseudomys,Muridae,Rodentia,13.38,884.68295,LC,Omnivore
Pseudomys higginsi,64548423736.985,Pseudomys,Muridae,Rodentia,63.16,884.68295,LC,Omnivore
Pseudomys johnsoni,766537194133.579,Pseudomys,Muridae,Rodentia,12,884.68295,LC,Omnivore
Pseudomys nanus,1006949822384.66,Pseudomys,Muridae,Rodentia,70.38,884.68295,LC,Omnivore
Pseudomys occidentalis,51491414706.1951,Pseudomys,Muridae,Rodentia,34,884.68295,LC,Omnivore
Pseudomys patrius,404417544405.895,Pseudomys,Muridae,Rodentia,11,884.68295,LC,Omnivore
Pseudomys pilligaensis,6939082065.71264,Pseudomys,Muridae,Rodentia,10.72,884.68295,DD,Omnivore
Pseudoryzomys simplex,3116965449315.73,Pseudoryzomys,Cricetidae,Rodentia,45.2,589.3882991,LC,Omnivore
Ptenochirus jagori,271017143965.603,Ptenochirus,Pteropodidae,Chiroptera,79.18,1019.5643,LC,Herbivore
Ptenochirus minor,118793760829.087,Ptenochirus,Pteropodidae,Chiroptera,47.02,1019.5643,LC,Herbivore
Pteralopex anceps,8736503614.31368,Pteralopex,Pteropodidae,Chiroptera,574.75,2349.856741,EN,Herbivore
Pteralopex atrata,5129574793.02431,Pteralopex,Pteropodidae,Chiroptera,490.8,2349.856741,EN,Herbivore
Pteralopex flanneryi,10940894115.4804,Pteralopex,Pteropodidae,Chiroptera,452.2333333,2349.856741,CR,Herbivore
Pteromys momonga,168642956319.283,Pteromys,Sciuridae,Rodentia,151.8,1384.121263,LC,Omnivore
Pteromys volans,13737442435746.2,Pteromys,Sciuridae,Rodentia,143.09,1384.121263,LC,Herbivore
Pteromyscus pulverulentus,393205984655.493,Pteromyscus,Sciuridae,Rodentia,251.3,1384.121263,EN,Herbivore
Pteronotus davyi,3471859789805.05,Pteronotus,Mormoopidae,Chiroptera,9.52,2070.531028,LC,Insectivore
Pteronotus gymnonotus,3202565122687.67,Pteronotus,Mormoopidae,Chiroptera,13.6,1888.065371,LC,Insectivore
Pteronotus macleayii,119896668493.852,Pteronotus,Mormoopidae,Chiroptera,11.268,1888.065371,LC,Insectivore
Pteronotus paraguanensis,142805825.019753,Pteronotus,Mormoopidae,Chiroptera,11.268,1888.065371,EN,Insectivore
Pteronotus parnellii,200546183747.529,Pteronotus,Mormoopidae,Chiroptera,19.59,1888.065371,LC,Insectivore
Pteronotus personatus,4748166265710.36,Pteronotus,Mormoopidae,Chiroptera,7.99,2070.531028,LC,Insectivore
Pteronotus quadridens,200546183747.529,Pteronotus,Mormoopidae,Chiroptera,5.64,2070.531028,LC,Insectivore
Pteronura brasiliensis,6631559751977.53,Pteronura,Mustelidae,Carnivora,26000,2190,EN,Insectivore
Pteropus admiralitatum,75834563672.8314,Pteropus,Pteropodidae,Chiroptera,306.46,2945.918407,LC,Herbivore
Pteropus alecto,1427134855312.47,Pteropus,Pteropodidae,Chiroptera,610.13,2945.918407,LC,Herbivore
Pteropus anetianus,11333511138.372,Pteropus,Pteropodidae,Chiroptera,397.22,2945.918407,VU,Herbivore
Pteropus aruensis,7030018069.34154,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,CR,Herbivore
Pteropus caniceps,22506982460.057,Pteropus,Pteropodidae,Chiroptera,525.12,2945.918407,VU,Herbivore
Pteropus capistratus,43318680468.266,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,NT,Herbivore
Pteropus chrysoproctus,29919416034.1287,Pteropus,Pteropodidae,Chiroptera,730.19,2945.918407,VU,Herbivore
Pteropus cognatus,3106640915.62518,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,VU,Herbivore
Pteropus conspicillatus,219525839982.613,Pteropus,Pteropodidae,Chiroptera,760.71,2945.918407,LC,Herbivore
Pteropus faunulus,577188525.114173,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,VU,Herbivore
Pteropus fundatus,323703658.82498,Pteropus,Pteropodidae,Chiroptera,210.67,2945.918407,EN,Herbivore
Pteropus giganteus,4003761099214.93,Pteropus,Pteropodidae,Chiroptera,824.85,4260.47645,LC,Herbivore
Pteropus gilliardorum,3297525165.17042,Pteropus,Pteropodidae,Chiroptera,406.94,2945.918407,DD,Herbivore
Pteropus griseus,222132823519.94,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,DD,Herbivore
Pteropus howensis,3886934.26303915,Pteropus,Pteropodidae,Chiroptera,232.92,2945.918407,DD,Herbivore
Pteropus hypomelanus,524209429945.404,Pteropus,Pteropodidae,Chiroptera,435.61,2945.918407,LC,Herbivore
Pteropus intermedius,50528950100.6537,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,DD,Herbivore
Pteropus keyensis,1071177830.78015,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,DD,Herbivore
Pteropus leucopterus,48553284748.5278,Pteropus,Pteropodidae,Chiroptera,343.81,2945.918407,LC,Herbivore
Pteropus lombocensis,65888601726.9031,Pteropus,Pteropodidae,Chiroptera,256.15,2945.918407,DD,Herbivore
Pteropus lylei,106826974665.276,Pteropus,Pteropodidae,Chiroptera,319.75,1825,VU,Herbivore
Pteropus macrotis,619521293734.492,Pteropus,Pteropodidae,Chiroptera,365.99,2945.918407,LC,Herbivore
Pteropus mahaganus,12629986111.8389,Pteropus,Pteropodidae,Chiroptera,297.28,2945.918407,LC,Herbivore
Pteropus melanopogon,31246843548.6149,Pteropus,Pteropodidae,Chiroptera,874.94,2945.918407,EN,Herbivore
Pteropus melanotus,6819401242.39776,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,VU,Herbivore
Pteropus molossinus,346300095.030771,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,VU,Herbivore
Pteropus neohibernicus,672546212681.255,Pteropus,Pteropodidae,Chiroptera,1017.37,2945.918407,LC,Herbivore
Pteropus nitendiensis,511707170.794724,Pteropus,Pteropodidae,Chiroptera,275.56,2945.918407,EN,Herbivore
Pteropus ocularis,25954642729.1328,Pteropus,Pteropodidae,Chiroptera,228.76,2945.918407,VU,Herbivore
Pteropus ornatus,18361157197.2769,Pteropus,Pteropodidae,Chiroptera,336.25,3650,VU,Herbivore
Pteropus personatus,25277049662.019,Pteropus,Pteropodidae,Chiroptera,130.84,2945.918407,LC,Herbivore
Pteropus pohlei,2597564380.27863,Pteropus,Pteropodidae,Chiroptera,352.75,2945.918407,VU,Herbivore
Pteropus poliocephalus,249322563933.931,Pteropus,Pteropodidae,Chiroptera,702.78,3037.9511,VU,Herbivore
Pteropus pumilus,57993958675.6357,Pteropus,Pteropodidae,Chiroptera,184.05,2945.918407,NT,Herbivore
Pteropus rayneri,30548624842.4247,Pteropus,Pteropodidae,Chiroptera,661.28,2945.918407,NT,Herbivore
Pteropus rennelli,544101644.047147,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,EN,Herbivore
Pteropus samoensis,20148238213.6438,Pteropus,Pteropodidae,Chiroptera,309.99,2945.918407,NT,Herbivore
Pteropus scapulatus,3033404468276.43,Pteropus,Pteropodidae,Chiroptera,380.35,2945.918407,LC,Herbivore
Pteropus speciosus,3657496193.31344,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,DD,Herbivore
Pteropus temminckii,26749127552.786,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,VU,Herbivore
Pteropus tonganus,57841284811.9318,Pteropus,Pteropodidae,Chiroptera,561.51,2945.918407,LC,Herbivore
Pteropus ualanus,102513275.013064,Pteropus,Pteropodidae,Chiroptera,452.5545,2945.918407,VU,Herbivore
Pteropus vampyrus,1940626001978.04,Pteropus,Pteropodidae,Chiroptera,1027.54,2945.918407,NT,Herbivore
Pteropus vetulus,16532637286.4694,Pteropus,Pteropodidae,Chiroptera,151.54,2945.918407,VU,Herbivore
Pteropus voeltzkowi,908531450.00619,Pteropus,Pteropodidae,Chiroptera,542.4,2945.918407,VU,Herbivore
Pteropus woodfordi,13702956602.7768,Pteropus,Pteropodidae,Chiroptera,122.67,2945.918407,LC,Herbivore
Ptilocercus lowii,348900267084.736,Ptilocercus,Ptilocercidae,Scandentia,42.5,1458.084583,LC,Omnivore
Pudu mephistophiles,130792064254.365,Pudu,Cervidae,Cetartiodactyla,9599.96,1390.07,VU,Herbivore
Pudu puda,166426174974.264,Pudu,Cervidae,Cetartiodactyla,9642.62,1460,NT,Herbivore
Puma concolor,21145707250389.5,Puma,Felidae,Carnivora,53954.05,2693.790067,LC,Carnivore
Punomys kofordi,1054423354.53665,Punomys,Cricetidae,Rodentia,84.8,589.3882991,VU,Herbivore
Punomys lemminus,47849816738.1972,Punomys,Cricetidae,Rodentia,84.8,589.3882991,VU,Herbivore
Pygathrix nemaeus,93885043402.495,Pygathrix,Cercopithecidae,Primates,9411.1,4015,EN,Herbivore
Pygathrix nigripes,95056797380.8217,Pygathrix,Cercopithecidae,Primates,10333.32,4015,EN,Herbivore
Pygeretmus platyurus,926949308343.665,Pygeretmus,Dipodidae,Rodentia,20,726.1971375,LC,Herbivore
Pygeretmus pumilio,3430875755704.73,Pygeretmus,Dipodidae,Rodentia,52.24,726.1971375,LC,Herbivore
Pygeretmus zhitkovi,103074008707.259,Pygeretmus,Dipodidae,Rodentia,14.52907,726.1971375,NT,Herbivore
Pygoderma bilabiatum,2957165719923.16,Pygoderma,Phyllostomidae,Chiroptera,18.5,2064.27635,LC,Herbivore
Raphicerus campestris,4047878955364.09,Raphicerus,Bovidae,Cetartiodactyla,11661.53,1744.588433,LC,Herbivore
Rattus adustus,399964941.142522,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus andamanensis,1747879174136.64,Rattus,Muridae,Rodentia,140,534.7590667,LC,Omnivore
Rattus annandalei,124978866414.733,Rattus,Muridae,Rodentia,197.49,534.7590667,LC,Omnivore
Rattus argentiventer,2183638373643.89,Rattus,Muridae,Rodentia,165.37,534.7590667,LC,Omnivore
Rattus arrogans,12210776179.8761,Rattus,Muridae,Rodentia,46,534.7590667,LC,Omnivore
Rattus baluensis,709869116.180374,Rattus,Muridae,Rodentia,107.5,534.7590667,LC,Omnivore
Rattus blangorum,1533318702.98907,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus bontanus,2674204819.19718,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus burrus,1123801454.95848,Rattus,Muridae,Rodentia,127,534.7590667,EN,Omnivore
Rattus colletti,86055590464.1975,Rattus,Muridae,Rodentia,146.48,534.7590667,LC,Omnivore
Rattus elaphinus,4062507982.01924,Rattus,Muridae,Rodentia,131.35,534.7590667,NT,Omnivore
Rattus enganus,399964941.142522,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus everetti,241325765077.085,Rattus,Muridae,Rodentia,253.53,534.7590667,LC,Omnivore
Rattus exulans,4851516468184.92,Rattus,Muridae,Rodentia,50.63,534.7590667,LC,Omnivore
Rattus feliceus,17400277605.9929,Rattus,Muridae,Rodentia,306,534.7590667,NT,Omnivore
Rattus fuscipes,486689491925.54,Rattus,Muridae,Rodentia,124.58,558.5072833,LC,Omnivore
Rattus giluwensis,3283060431.60298,Rattus,Muridae,Rodentia,156.8354333,534.7590667,LC,Omnivore
Rattus hainaldi,748498366.119874,Rattus,Muridae,Rodentia,63.85388804,534.7590667,EN,Omnivore
Rattus hoffmanni,168758238601.931,Rattus,Muridae,Rodentia,147,534.7590667,LC,Herbivore
Rattus hoogerwerfi,650572001.777284,Rattus,Muridae,Rodentia,165,534.7590667,VU,Omnivore
Rattus jobiensis,5155669558.3091,Rattus,Muridae,Rodentia,380,534.7590667,LC,Omnivore
Rattus koopmani,2348927586.32356,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus korinchi,455338665.435946,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus leucopus,365095838266.365,Rattus,Muridae,Rodentia,200.89,534.7590667,LC,Omnivore
Rattus losea,2038642088604.05,Rattus,Muridae,Rodentia,104.63,534.7590667,LC,Omnivore
Rattus lugens,6004261157.192,Rattus,Muridae,Rodentia,224,534.7590667,VU,Omnivore
